Cycle,Class,Precision,Recall,F1-score,Accuracy,Confusion Matrix,Labelled Samples
18,unacc,0.99581589958159,0.9834710743801653,0.9896049896049897,0.9624277456647399,"[[73, 2, 1, 1], [0, 12, 0, 2], [4, 0, 238, 0], [3, 0, 0, 10]]",1088
18,vgood,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.9624277456647399,"[[73, 2, 1, 1], [0, 12, 0, 2], [4, 0, 238, 0], [3, 0, 0, 10]]",1088
19,acc,0.891566265060241,0.961038961038961,0.9249999999999999,0.9566473988439307,"[[74, 2, 1, 0], [0, 11, 0, 3], [6, 0, 236, 0], [3, 0, 0, 10]]",1138
19,good,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.9566473988439307,"[[74, 2, 1, 0], [0, 11, 0, 3], [6, 0, 236, 0], [3, 0, 0, 10]]",1138
19,unacc,0.9957805907172996,0.9752066115702479,0.9853862212943632,0.9566473988439307,"[[74, 2, 1, 0], [0, 11, 0, 3], [6, 0, 236, 0], [3, 0, 0, 10]]",1138
19,vgood,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.9566473988439307,"[[74, 2, 1, 0], [0, 11, 0, 3], [6, 0, 236, 0], [3, 0, 0, 10]]",1138
0,acc,0.6071428571428571,0.6623376623376623,0.6335403726708074,0.815028901734104,"[[51, 18, 5, 3], [11, 2, 0, 1], [16, 4, 222, 0], [6, 0, 0, 7]]",188
0,good,0.08333333333333333,0.14285714285714285,0.10526315789473685,0.815028901734104,"[[51, 18, 5, 3], [11, 2, 0, 1], [16, 4, 222, 0], [6, 0, 0, 7]]",188
0,unacc,0.9779735682819384,0.9173553719008265,0.9466950959488273,0.815028901734104,"[[51, 18, 5, 3], [11, 2, 0, 1], [16, 4, 222, 0], [6, 0, 0, 7]]",188
0,vgood,0.6363636363636364,0.5384615384615384,0.5833333333333334,0.815028901734104,"[[51, 18, 5, 3], [11, 2, 0, 1], [16, 4, 222, 0], [6, 0, 0, 7]]",188
1,acc,0.7,0.6363636363636364,0.6666666666666666,0.8236994219653179,"[[49, 11, 14, 3], [5, 3, 4, 2], [13, 1, 225, 3], [3, 1, 1, 8]]",238
1,good,0.1875,0.21428571428571427,0.19999999999999998,0.8236994219653179,"[[49, 11, 14, 3], [5, 3, 4, 2], [13, 1, 225, 3], [3, 1, 1, 8]]",238
1,unacc,0.9221311475409836,0.9297520661157025,0.9259259259259258,0.8236994219653179,"[[49, 11, 14, 3], [5, 3, 4, 2], [13, 1, 225, 3], [3, 1, 1, 8]]",238
1,vgood,0.5,0.6153846153846154,0.5517241379310345,0.8236994219653179,"[[49, 11, 14, 3], [5, 3, 4, 2], [13, 1, 225, 3], [3, 1, 1, 8]]",238
2,acc,0.7088607594936709,0.7272727272727273,0.717948717948718,0.8497109826589595,"[[56, 7, 7, 7], [6, 5, 3, 0], [15, 0, 224, 3], [2, 2, 0, 9]]",288
2,good,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.8497109826589595,"[[56, 7, 7, 7], [6, 5, 3, 0], [15, 0, 224, 3], [2, 2, 0, 9]]",288
2,unacc,0.9572649572649573,0.9256198347107438,0.9411764705882353,0.8497109826589595,"[[56, 7, 7, 7], [6, 5, 3, 0], [15, 0, 224, 3], [2, 2, 0, 9]]",288
2,vgood,0.47368421052631576,0.6923076923076923,0.5625,0.8497109826589595,"[[56, 7, 7, 7], [6, 5, 3, 0], [15, 0, 224, 3], [2, 2, 0, 9]]",288
3,acc,0.7142857142857143,0.6493506493506493,0.6802721088435373,0.8526011560693642,"[[50, 8, 13, 6], [8, 2, 3, 1], [10, 0, 232, 0], [2, 0, 0, 11]]",338
3,good,0.2,0.14285714285714285,0.16666666666666666,0.8526011560693642,"[[50, 8, 13, 6], [8, 2, 3, 1], [10, 0, 232, 0], [2, 0, 0, 11]]",338
3,unacc,0.9354838709677419,0.9586776859504132,0.946938775510204,0.8526011560693642,"[[50, 8, 13, 6], [8, 2, 3, 1], [10, 0, 232, 0], [2, 0, 0, 11]]",338
3,vgood,0.6111111111111112,0.8461538461538461,0.7096774193548387,0.8526011560693642,"[[50, 8, 13, 6], [8, 2, 3, 1], [10, 0, 232, 0], [2, 0, 0, 11]]",338
4,acc,0.7424242424242424,0.6363636363636364,0.6853146853146853,0.8554913294797688,"[[49, 7, 14, 7], [7, 3, 3, 1], [8, 0, 234, 0], [2, 0, 1, 10]]",388
4,good,0.3,0.21428571428571427,0.25,0.8554913294797688,"[[49, 7, 14, 7], [7, 3, 3, 1], [8, 0, 234, 0], [2, 0, 1, 10]]",388
4,unacc,0.9285714285714286,0.9669421487603306,0.9473684210526316,0.8554913294797688,"[[49, 7, 14, 7], [7, 3, 3, 1], [8, 0, 234, 0], [2, 0, 1, 10]]",388
4,vgood,0.5555555555555556,0.7692307692307693,0.6451612903225806,0.8554913294797688,"[[49, 7, 14, 7], [7, 3, 3, 1], [8, 0, 234, 0], [2, 0, 1, 10]]",388
5,acc,0.6712328767123288,0.6363636363636364,0.6533333333333333,0.8352601156069365,"[[49, 12, 9, 7], [9, 2, 3, 0], [13, 0, 228, 1], [2, 0, 1, 10]]",438
5,good,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.8352601156069365,"[[49, 12, 9, 7], [9, 2, 3, 0], [13, 0, 228, 1], [2, 0, 1, 10]]",438
5,unacc,0.946058091286307,0.9421487603305785,0.9440993788819876,0.8352601156069365,"[[49, 12, 9, 7], [9, 2, 3, 0], [13, 0, 228, 1], [2, 0, 1, 10]]",438
5,vgood,0.5555555555555556,0.7692307692307693,0.6451612903225806,0.8352601156069365,"[[49, 12, 9, 7], [9, 2, 3, 0], [13, 0, 228, 1], [2, 0, 1, 10]]",438
6,acc,0.68,0.6623376623376623,0.6710526315789473,0.8439306358381503,"[[51, 11, 13, 2], [9, 2, 3, 0], [13, 0, 229, 0], [2, 0, 1, 10]]",488
6,good,0.15384615384615385,0.14285714285714285,0.14814814814814817,0.8439306358381503,"[[51, 11, 13, 2], [9, 2, 3, 0], [13, 0, 229, 0], [2, 0, 1, 10]]",488
6,unacc,0.9308943089430894,0.9462809917355371,0.9385245901639343,0.8439306358381503,"[[51, 11, 13, 2], [9, 2, 3, 0], [13, 0, 229, 0], [2, 0, 1, 10]]",488
6,vgood,0.8333333333333334,0.7692307692307693,0.8,0.8439306358381503,"[[51, 11, 13, 2], [9, 2, 3, 0], [13, 0, 229, 0], [2, 0, 1, 10]]",488
7,acc,0.6785714285714286,0.7402597402597403,0.7080745341614907,0.8583815028901735,"[[57, 9, 7, 4], [10, 3, 0, 1], [16, 0, 226, 0], [1, 0, 1, 11]]",538
7,good,0.25,0.21428571428571427,0.23076923076923075,0.8583815028901735,"[[57, 9, 7, 4], [10, 3, 0, 1], [16, 0, 226, 0], [1, 0, 1, 11]]",538
7,unacc,0.9658119658119658,0.9338842975206612,0.9495798319327732,0.8583815028901735,"[[57, 9, 7, 4], [10, 3, 0, 1], [16, 0, 226, 0], [1, 0, 1, 11]]",538
7,vgood,0.6875,0.8461538461538461,0.7586206896551724,0.8583815028901735,"[[57, 9, 7, 4], [10, 3, 0, 1], [16, 0, 226, 0], [1, 0, 1, 11]]",538
8,acc,0.7283950617283951,0.7662337662337663,0.7468354430379747,0.8757225433526011,"[[59, 7, 8, 3], [10, 3, 0, 1], [10, 0, 232, 0], [2, 2, 0, 9]]",588
8,good,0.25,0.21428571428571427,0.23076923076923075,0.8757225433526011,"[[59, 7, 8, 3], [10, 3, 0, 1], [10, 0, 232, 0], [2, 2, 0, 9]]",588
8,unacc,0.9666666666666667,0.9586776859504132,0.9626556016597511,0.8757225433526011,"[[59, 7, 8, 3], [10, 3, 0, 1], [10, 0, 232, 0], [2, 2, 0, 9]]",588
8,vgood,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.8757225433526011,"[[59, 7, 8, 3], [10, 3, 0, 1], [10, 0, 232, 0], [2, 2, 0, 9]]",588
9,acc,0.7567567567567568,0.7272727272727273,0.7417218543046358,0.8757225433526011,"[[56, 7, 11, 3], [10, 3, 1, 0], [7, 0, 235, 0], [1, 2, 1, 9]]",638
9,good,0.25,0.21428571428571427,0.23076923076923075,0.8757225433526011,"[[56, 7, 11, 3], [10, 3, 1, 0], [7, 0, 235, 0], [1, 2, 1, 9]]",638
9,unacc,0.9475806451612904,0.9710743801652892,0.9591836734693877,0.8757225433526011,"[[56, 7, 11, 3], [10, 3, 1, 0], [7, 0, 235, 0], [1, 2, 1, 9]]",638
9,vgood,0.75,0.6923076923076923,0.7199999999999999,0.8757225433526011,"[[56, 7, 11, 3], [10, 3, 1, 0], [7, 0, 235, 0], [1, 2, 1, 9]]",638
10,acc,0.7466666666666667,0.7272727272727273,0.7368421052631579,0.8786127167630058,"[[56, 7, 11, 3], [11, 3, 0, 0], [6, 0, 236, 0], [2, 2, 0, 9]]",688
10,good,0.25,0.21428571428571427,0.23076923076923075,0.8786127167630058,"[[56, 7, 11, 3], [11, 3, 0, 0], [6, 0, 236, 0], [2, 2, 0, 9]]",688
10,unacc,0.9554655870445344,0.9752066115702479,0.9652351738241308,0.8786127167630058,"[[56, 7, 11, 3], [11, 3, 0, 0], [6, 0, 236, 0], [2, 2, 0, 9]]",688
